protein,chain,group,group1,group1,group1,group1,group1,group1,group_old,group3,group1,group6,group4,,protein2,#amino acids,#keys,#keys_with_freq,,percent_threshold,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1,percent_threshold1
3MNP,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,595,3MNP,257,715565,2796160,,100,95,90,85,80,75,70,65,60,55,50
3RY9,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,682,3RY9,243,626794,2362041,,100,95,90,85,80,75,70,65,60,55,50
4CSJ,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,797,4CSJ,247,668235,2481115,,100,95,90,85,80,75,70,65,60,55,50
4E2J,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,804,4E2J,246,640965,2450980,,100,95,90,85,80,75,70,65,60,55,50
4LSJ,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,897,4LSJ,244,763294,2391444,,100,95,90,85,80,75,70,65,60,55,50
4MDD,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,908,4MDD,247,784973,2481115,,100,95,90,85,80,75,70,65,60,55,50
4P6W,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,957,4P6W,252,693928,2635500,,100,95,90,85,80,75,70,65,60,55,50
4P6X,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,958,4P6X,252,688986,2635500,,100,95,90,85,80,75,70,65,60,55,50
4UDC,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1000,4UDC,248,672411,2511496,,100,95,90,85,80,75,70,65,60,55,50
4UDD,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1001,4UDD,249,674965,2542124,,100,95,90,85,80,75,70,65,60,55,50
5G3J,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1160,5G3J,248,673677,2511496,,100,95,90,85,80,75,70,65,60,55,50
5G5W,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1166,5G5W,247,668029,2481115,,100,95,90,85,80,75,70,65,60,55,50
5NFP,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1244,5NFP,247,667162,2481115,,100,95,90,85,80,75,70,65,60,55,50
5NFT,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1245,5NFT,248,668522,2511496,,100,95,90,85,80,75,70,65,60,55,50
5UC1,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1394,5UC1,205,528740,1414910,,100,95,90,85,80,75,70,65,60,55,50
5UC3,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1395,5UC3,232,638661,2054360,,100,95,90,85,80,75,70,65,60,55,50
5UFS,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1398,5UFS,248,650670,2511496,,100,95,90,85,80,75,70,65,60,55,50
6DXK,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1507,6DXK,247,656919,2481115,,100,95,90,85,80,75,70,65,60,55,50
6EL6,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1509,6EL6,247,670880,2481115,,100,95,90,85,80,75,70,65,60,55,50
6EL7,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1510,6EL7,247,662560,2481115,,100,95,90,85,80,75,70,65,60,55,50
6EL9,A,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Glucocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1511,6EL9,247,663662,2481115,,100,95,90,85,80,75,70,65,60,55,50
1Y9R,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,147,1Y9R,239,607835,2246839,,100,95,90,85,80,75,70,65,60,55,50
1YA3,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,148,1YA3,233,577960,2081156,,100,95,90,85,80,75,70,65,60,55,50
2A3I,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,160,2A3I,253,681819,2667126,,100,95,90,85,80,75,70,65,60,55,50
2AA2,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,161,2AA2,252,679637,2635500,,100,95,90,85,80,75,70,65,60,55,50
2AA5,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,162,2AA5,255,725822,2731135,,100,95,90,85,80,75,70,65,60,55,50
2AA6,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,163,2AA6,260,751458,2895620,,100,95,90,85,80,75,70,65,60,55,50
2AA7,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,164,2AA7,253,681925,2667126,,100,95,90,85,80,75,70,65,60,55,50
2AAX,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,165,2AAX,261,756848,2929290,,100,95,90,85,80,75,70,65,60,55,50
2AB2,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,166,2AB2,259,743978,2862209,,100,95,90,85,80,75,70,65,60,55,50
2ABI,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,167,2ABI,230,561089,2001460,,100,95,90,85,80,75,70,65,60,55,50
2OAX,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,258,2OAX,233,579106,2081156,,100,95,90,85,80,75,70,65,60,55,50
2Q1V,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,294,2Q1V,244,624128,2391444,,100,95,90,85,80,75,70,65,60,55,50
3VHU,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,723,3VHU,249,664144,2542124,,100,95,90,85,80,75,70,65,60,55,50
3VHV,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,724,3VHV,255,664863,2731135,,100,95,90,85,80,75,70,65,60,55,50
3WFF,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,760,3WFF,258,697592,2829056,,100,95,90,85,80,75,70,65,60,55,50
3WFG,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,761,3WFG,249,655659,2542124,,100,95,90,85,80,75,70,65,60,55,50
4PF3,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,959,4PF3,249,655262,2542124,,100,95,90,85,80,75,70,65,60,55,50
4UDA,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,998,4UDA,241,607458,2303960,,100,95,90,85,80,75,70,65,60,55,50
4UDB,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,999,4UDB,244,626103,2391444,,100,95,90,85,80,75,70,65,60,55,50
5HCV,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1179,5HCV,236,595326,2162940,,100,95,90,85,80,75,70,65,60,55,50
5L7E,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1223,5L7E,243,607324,2362041,,100,95,90,85,80,75,70,65,60,55,50
5L7G,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1224,5L7G,247,634453,2481115,,100,95,90,85,80,75,70,65,60,55,50
5L7H,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1225,5L7H,249,644863,2542124,,100,95,90,85,80,75,70,65,60,55,50
5MWP,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1240,5MWP,243,612830,2362041,,100,95,90,85,80,75,70,65,60,55,50
5MWY,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1241,5MWY,244,626675,2391444,,100,95,90,85,80,75,70,65,60,55,50
6GEV,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1538,6GEV,247,622052,2481115,,100,95,90,85,80,75,70,65,60,55,50
6GG8,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1539,6GG8,242,601670,2332880,,100,95,90,85,80,75,70,65,60,55,50
6GGG,A,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Mineralocorticoid_Receptor,Nonsex,Nonsex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Nonsex,Steroid,Steroid_Hormone,1540,6GGG,233,603193,2081156,,100,95,90,85,80,75,70,65,60,55,50
1E3G,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,8,1E3G,250,704988,2573000,,100,95,90,85,80,75,70,65,60,55,50
1I37,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,27,1I37,246,672877,2450980,,100,95,90,85,80,75,70,65,60,55,50
1I38,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,28,1I38,247,678071,2481115,,100,95,90,85,80,75,70,65,60,55,50
1T5Z,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,102,1T5Z,250,707201,2573000,,100,95,90,85,80,75,70,65,60,55,50
1T63,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,103,1T63,250,711288,2573000,,100,95,90,85,80,75,70,65,60,55,50
1T65,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,104,1T65,251,712892,2604125,,100,95,90,85,80,75,70,65,60,55,50
1T73,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,105,1T73,250,705757,2573000,,100,95,90,85,80,75,70,65,60,55,50
1T74,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,106,1T74,249,695563,2542124,,100,95,90,85,80,75,70,65,60,55,50
1T76,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,107,1T76,249,695603,2542124,,100,95,90,85,80,75,70,65,60,55,50
1T79,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,108,1T79,250,706472,2573000,,100,95,90,85,80,75,70,65,60,55,50
1T7F,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,109,1T7F,250,706194,2573000,,100,95,90,85,80,75,70,65,60,55,50
1T7M,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,110,1T7M,249,696528,2542124,,100,95,90,85,80,75,70,65,60,55,50
1T7R,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,111,1T7R,250,708687,2573000,,100,95,90,85,80,75,70,65,60,55,50
1T7T,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,112,1T7T,250,707143,2573000,,100,95,90,85,80,75,70,65,60,55,50
1XJ7,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,132,1XJ7,256,757382,2763520,,100,95,90,85,80,75,70,65,60,55,50
1XNN,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,134,1XNN,247,682126,2481115,,100,95,90,85,80,75,70,65,60,55,50
1XOW,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,135,1XOW,243,654033,2362041,,100,95,90,85,80,75,70,65,60,55,50
1XQ3,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,140,1XQ3,243,653176,2362041,,100,95,90,85,80,75,70,65,60,55,50
1Z95,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,154,1Z95,238,615426,2218636,,100,95,90,85,80,75,70,65,60,55,50
2AM9,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,172,2AM9,250,700991,2573000,,100,95,90,85,80,75,70,65,60,55,50
2AMA,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,173,2AMA,243,653075,2362041,,100,95,90,85,80,75,70,65,60,55,50
2AMB,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,174,2AMB,246,676070,2450980,,100,95,90,85,80,75,70,65,60,55,50
2AO6,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,176,2AO6,242,652834,2332880,,100,95,90,85,80,75,70,65,60,55,50
2AX6,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,179,2AX6,242,647907,2332880,,100,95,90,85,80,75,70,65,60,55,50
2AX7,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,180,2AX7,238,618192,2218636,,100,95,90,85,80,75,70,65,60,55,50
2AX8,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,181,2AX8,238,617051,2218636,,100,95,90,85,80,75,70,65,60,55,50
2AX9,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,182,2AX9,238,626131,2218636,,100,95,90,85,80,75,70,65,60,55,50
2AXA,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,183,2AXA,238,625060,2218636,,100,95,90,85,80,75,70,65,60,55,50
2HVC,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,228,2HVC,250,705902,2573000,,100,95,90,85,80,75,70,65,60,55,50
2IHQ,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,240,2IHQ,248,690245,2511496,,100,95,90,85,80,75,70,65,60,55,50
2NW4,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,255,2NW4,248,690948,2511496,,100,95,90,85,80,75,70,65,60,55,50
2OZ7,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,264,2OZ7,249,690214,2542124,,100,95,90,85,80,75,70,65,60,55,50
2PIO,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,280,2PIO,248,690215,2511496,,100,95,90,85,80,75,70,65,60,55,50
2PIP,L,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,281,2PIP,249,696309,2542124,,100,95,90,85,80,75,70,65,60,55,50
2PIQ,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,282,2PIQ,249,695106,2542124,,100,95,90,85,80,75,70,65,60,55,50
2PIR,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,283,2PIR,250,710837,2573000,,100,95,90,85,80,75,70,65,60,55,50
2PIT,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,284,2PIT,250,702750,2573000,,100,95,90,85,80,75,70,65,60,55,50
2PIU,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,285,2PIU,248,689673,2511496,,100,95,90,85,80,75,70,65,60,55,50
2PIX,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,286,2PIX,248,693151,2511496,,100,95,90,85,80,75,70,65,60,55,50
2PKL,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,288,2PKL,249,698322,2542124,,100,95,90,85,80,75,70,65,60,55,50
2PNU,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,289,2PNU,245,668297,2421090,,100,95,90,85,80,75,70,65,60,55,50
2Q7I,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,304,2Q7I,241,635305,2303960,,100,95,90,85,80,75,70,65,60,55,50
2Q7J,A,Androgen_Receptor,Androgen_Receptor,Steroid_Hormone,Sex,Sex,Steroid_Hormone,Steroid_Hormone,Nuclear_Receptor,Receptor,Sex,Steroid,Steroid_Hormone,305,2Q7J,247,680764,2481115,,100,95,90,85,80,75,70,65,60,55,50
